,small_holdings,internet_access_from_work,population,HH_NLI9,r_38_201___r_76_400,D_DOMESTIC_KM2,no_income,pd,r_1___r_4800,collective_living_quarters,r_614_001___r_1_228_800,vacant,AGE50_54,AGE15_19,target_label,D_MIGR_IN_KM2,traditional_residential,cellphone_perc,HH_NLI8,parks_and_recreation,P_NLI1,D_POP_CHAN,industrial,AGE55_59,internet_access_from_elsewhere,internet_access_grand_total,HH_NLI7,commercial,HH_NLI1,AREA_KM2,r_2_457_601_or_more,P_NLI3,r_76_401___r_153_800,D_TOT_WORK_KM2,AGE70_74,internet_access_from_cell_phone,r_153_801___r_307_600,HH_NLI10,r_4801___r_9600,D_LEARNERS_KM2,MN_TYPE_woe,farms_woe,SP_NAME_woe,SAL_CODE_woe,MP_NAME_woe,PR_NAME_woe,DC_NAME_woe,informal_residential_woe,SP_NBH_ID_woe,MN_NAME_woe
38290,0.0,0.210884354,334.0,5.41779342651,0.08219178099999999,3.02696538700266,0.054794521,2402.18,0.020547945,0.0,0.061643835999999994,0.0,13.3918597609,12.8224649243,1,3.02696538700266,0.0,0.9795918370000001,13.7057839878,0.0,0.0604731923122,-118,0.0,26.6416423114,0.027210883999999998,147.0,10.9112946985,0.0,8.50338373606,0.13883915372,0.0,0.150170244678,0.20547945199999998,3.02696538700266,9.28188556928,0.13605442199999998,0.287671233,7.86818529967,0.0,0.0,0.6410842548783214,0.011153490242239912,6.651738496379445,0.2991806282599017,1.2158902083077192,0.4423957206201615,0.7798736495440927,0.011153490242239912,6.661348821279233,0.8189486631456284
38297,0.0,0.08403361300000001,323.0,2.40166781806,0.15833333300000002,1.1021970853616336,0.05,2476.31,0.0,0.0,0.025,0.0,16.7314202033,19.4860209308,0,7.006824328370385,0.0,0.974789916,5.86649225145,0.0,0.177140550734,-45,0.0,12.3161129113,0.025210084,119.0,4.67036587319,0.0,19.0245716381,0.130260255127,0.0,0.179081395552,0.166666667,7.006824328370385,0.811595603459,0.260504202,0.25,2.60763084407,0.008333333,0.0,0.6410842548783214,0.011153490242239912,1.1704862642172478,0.2991806282599017,1.2158902083077192,0.4423957206201615,0.7798736495440927,0.011153490242239912,1.2469128859688756,0.8189486631456284
38298,0.0,0.131736527,352.0,5.51036812599,0.084337349,2.2701474097670657,0.108433735,3705.83,0.0,0.0,0.024096386,0.0,16.5902598014,19.583865369,1,2.2701474097670657,0.0,0.9760479040000001,15.6909511706,0.0,0.0740106300571,-180,0.0,12.1787793379,0.023952096000000003,167.0,12.4917036833,0.0,11.9638819529,0.0948553958795,0.0,0.0841640106631,0.186746988,2.2701474097670657,6.07938230361,0.269461078,0.35542168700000004,5.95558156524,0.006024096,0.0,0.6410842548783214,0.011153490242239912,1.1704862642172478,0.2991806282599017,1.2158902083077192,0.4423957206201615,0.7798736495440927,0.011153490242239912,1.2469128859688756,0.8189486631456284
38673,0.0,0.16935483899999998,322.0,4.14208043254,0.129032258,2.903375628562137,0.040322581,2529.0,0.008064515999999999,0.0,0.040322581,0.0,27.2325592467,22.5665979177,1,10.403762669014323,0.0,0.959677419,11.6403379997,0.0,0.0728006987668,-43,0.0,18.7631809733,0.040322581,124.0,9.26697505357,0.0,10.5592240626,0.127149823785,0.0,0.163955347979,0.161290323,10.403762669014323,11.406202795,0.161290323,0.322580645,3.56145558106,0.0,42.1795959371666,0.6410842548783214,0.011153490242239912,1.1704862642172478,0.2991806282599017,1.2158902083077192,0.4423957206201615,0.7798736495440927,0.011153490242239912,1.2469128859688756,0.8189486631456284
38714,0.0,0.13812154699999998,535.0,15.4057544436,0.038888888999999996,2.0742511918088193,0.127777778,1102.93,0.0,0.0,0.18333333300000001,0.0,42.2797585624,34.6556734158,1,2.0742511918088193,0.0,1.0,22.547372399,0.0,0.0519092273068,-173,0.0,40.2743206052,0.022099447999999997,181.0,17.9501606869,0.0,9.0233827339,0.484392326944,0.011111111000000002,0.0630869531225,0.1,2.0742511918088193,12.9458599388,0.082872928,0.194444444,33.0311245564,0.005555556,0.0,0.6410842548783214,0.011153490242239912,6.651738496379445,0.2991806282599017,1.2158902083077192,0.4423957206201615,0.7798736495440927,0.011153490242239912,6.661348821279233,0.8189486631456284
38821,0.0,0.155913978,454.0,15.4352962977,0.059139785,5.394026750648211,0.059139785,1509.96,0.005376344,0.0,0.069892473,0.0,30.6060231529,21.7634556553,1,5.667142029162045,0.0,0.962365591,41.4027665582,0.0,0.0297641629302,-217,0.0,48.1180298786,0.037634409,186.0,32.9611051546,0.0,9.09552804541,0.30023143641,0.016129031999999998,0.0843855723684,0.19892473100000002,5.667142029162045,13.1833046152,0.155913978,0.258064516,44.1705076945,0.005376344,0.0,0.6410842548783214,0.011153490242239912,6.651738496379445,0.2991806282599017,1.2158902083077192,0.4423957206201615,0.7798736495440927,0.011153490242239912,6.661348821279233,0.8189486631456284
38836,0.0,0.060150376,721.0,8.97839499574,0.052631579000000005,1.8247353216223192,0.045112782000000004,2096.57,0.0,0.0,0.127819549,0.0,86.7807281818,33.9492900962,0,16.15339465042709,0.0,0.984962406,15.080964603,0.0,0.0362139219015,269,0.0,56.9708043013,0.015037594,133.0,12.0060880332,0.0,4.65113250217,0.343589765737,0.007518797,0.0896584148793,0.165413534,16.15339465042709,16.031707029,0.21052631600000002,0.24812030100000002,16.6592104579,0.007518797,0.0,0.6410842548783214,0.011153490242239912,-6.870206045974074,0.2991806282599017,-6.346801640001223,0.4423957206201615,0.7798736495440927,0.011153490242239912,-6.880156376827242,0.8189486631456284
38879,0.0,0.078651685,559.0,14.0705657803,0.033707865,4.155082286277901,0.08426966300000001,598.265,0.0,0.0,0.21910112399999998,0.0,48.1692523766,30.0981296849,0,4.155082286277901,0.0,0.97752809,15.7150539525,0.0,0.0176418791115,-54,0.0,25.3225713195,0.0,178.0,12.510892119,0.0,2.93890156922,0.441580078562,0.033707865,0.0688024622102,0.11797752800000001,4.155082286277901,18.8260823893,0.02247191,0.13483146099999999,61.6018649047,0.0,0.0,0.6410842548783214,0.011153490242239912,-6.870206045974074,0.2991806282599017,1.2158902083077192,0.4423957206201615,0.7798736495440927,0.011153490242239912,-6.880156376827242,0.8189486631456284
38958,0.0,0.103896104,361.0,11.6605651294,0.032679739,5.3581995722167415,0.222222222,850.727,0.006535948000000001,0.0,0.117647059,0.0,18.3770946792,16.7440927325,1,5.3581995722167415,0.0,0.980519481,22.7172245993,0.0,0.0487933094385,-75,0.0,20.9507910749,0.123376623,154.0,18.0853815116,0.0,6.97562434566,0.170211395576,0.019607843,0.0592047077494,0.111111111,5.3581995722167415,13.6532297006,0.116883117,0.14379085,26.1440625078,0.026143791,0.0,0.6410842548783214,0.011153490242239912,1.1704862642172478,0.2991806282599017,1.2158902083077192,0.4423957206201615,0.7798736495440927,0.011153490242239912,1.2469128859688756,0.8189486631456284
38965,0.0,0.270718232,568.0,9.0124680957,0.083333333,2.7911164580689296,0.094444444,2914.03,0.022222222000000003,0.0,0.05,0.0,28.4739197859,27.7016961252,1,2.7911164580689296,0.0,0.9668508290000001,25.3906350146,0.0,0.0546827366182,-193,0.0,27.0523487424,0.033149171,181.0,20.2137069628,0.0,9.20277895879,0.19463569333,0.005555556,0.111688434474,0.127777778,2.7911164580689296,15.7150492261,0.182320442,0.255555556,8.82920353469,0.005555556,0.0,0.6410842548783214,0.011153490242239912,6.651738496379445,0.2991806282599017,1.2158902083077192,0.4423957206201615,0.7798736495440927,0.011153490242239912,6.661348821279233,0.8189486631456284
38998,0.0,0.125,428.0,10.6886261332,0.066666667,1.9188608088871413,0.059259259,1176.28,0.0074074069999999995,0.0,0.15555555599999998,0.0,34.795538404,28.2110514814,0,2.0599535154229605,0.0,0.992647059,19.0662195067,0.0,0.073181663837,-117,0.0,34.6749052148,0.022058823999999998,136.0,15.1787843737,0.0,9.96626779963,0.363356764058,0.0074074069999999995,0.0857388350946,0.09629629599999999,2.0599535154229605,17.2412988211,0.088235294,0.214814815,18.7465728429,0.0074074069999999995,0.0,0.6410842548783214,0.011153490242239912,-6.870206045974074,0.2991806282599017,1.2158902083077192,0.4423957206201615,0.7798736495440927,0.011153490242239912,-6.880156376827242,0.8189486631456284
39001,0.0,0.172588832,407.0,6.17160663243,0.090909091,0.0,0.070707071,6558.26,0.0,0.0,0.045454545,0.0,13.9966583422,12.2182290746,1,0.0,0.0,0.868020305,14.0396846485,0.0,0.0572665534805,-100,0.0,12.7830104732,0.040609137000000003,197.0,11.1771159395,0.0,7.74030264799,0.061970715825,0.015151515,0.148124164871,0.171717172,0.0,7.39031807351,0.101522843,0.22727272699999998,7.51758059837,0.03030303,0.0,0.6410842548783214,0.011153490242239912,-0.7930860542875978,0.2991806282599017,1.2158902083077192,0.4423957206201615,0.7798736495440927,0.011153490242239912,-0.7834313190617669,0.8189486631456284
39109,0.0,0.209459459,445.0,7.18266147574,0.06122449,3.284273073351448,0.020408163,3029.37,0.006802720999999999,0.0,0.081632653,0.0,9.13260723785,27.3739593255,1,3.284273073351448,0.0,0.993243243,16.3950877718,0.0,0.0971452628027,-187,0.0,16.6041113734,0.02027027,148.0,13.0522729998,0.0,14.7020276521,0.146681330209,0.006802720999999999,0.115638295441,0.156462585,3.284273073351448,0.0,0.209459459,0.299319728,13.0010608785,0.006802720999999999,0.0,0.6410842548783214,0.011153490242239912,6.651738496379445,0.2991806282599017,1.2158902083077192,0.4423957206201615,0.7798736495440927,0.011153490242239912,6.661348821279233,0.8189486631456284
39129,0.0,0.170940171,375.0,12.5538515161,0.060344827999999996,1.9094868530188986,0.155172414,758.133,0.0,0.0,0.20689655199999998,0.0,28.4761686195,20.2020589917,0,3.860484289799078,0.0,0.965811966,18.4758876302,0.0,0.00574193548387,5,0.0,29.5382261599,0.0,117.0,14.7088159954,0.0,0.72475016326,0.493936203953,0.00862069,0.0757844641327,0.060344827999999996,3.860484289799078,14.6725448414,0.042735043,0.146551724,33.9330433958,0.0,13.013568009161407,0.6410842548783214,0.011153490242239912,-6.870206045974074,0.2991806282599017,1.2158902083077192,0.4423957206201615,0.7798736495440927,0.011153490242239912,-6.880156376827242,0.8189486631456284
39182,0.0,0.15789473699999998,562.0,10.6799455226,0.068062827,2.672191525493359,0.068062827,2003.99,0.005235602,0.0,0.07853403099999999,0.0,35.6850336093,35.208979747,1,2.672191525493359,0.0,0.9842105259999999,26.6917072453,0.0,0.0888455008489,-195,0.0,24.3700973297,0.063157895,190.0,21.2495019634,0.0,15.44401641,0.280037625599,0.015706806,0.0890540805726,0.09947644,2.672191525493359,13.2841710847,0.10526315800000001,0.22513089,16.538750736,0.0,0.0,0.6410842548783214,0.011153490242239912,6.651738496379445,0.2991806282599017,1.2158902083077192,0.4423957206201615,0.7798736495440927,0.011153490242239912,6.661348821279233,0.8189486631456284
39215,0.0,0.13475177300000002,441.0,0.667426481962,0.113475177,2.099159906632156,0.12056737599999999,1604.54,0.014184397,0.0,0.035460992999999996,0.0,6.79318280786,6.47940551992,1,50.7546877424989,0.0,0.886524823,1.7769580704,0.0,0.131366654436,607,0.0,8.49381750989,0.035460992999999996,141.0,1.4146518864,0.24113475199999998,7.0377019934,0.136778941832,0.007092199,0.229328853244,0.177304965,50.7546877424989,2.05864023173,0.21985815600000003,0.212765957,2.18121556247,0.014184397,44.607148015933305,0.6410842548783214,0.011153490242239912,6.651738496379445,0.2991806282599017,1.2158902083077192,0.4423957206201615,0.7798736495440927,0.011153490242239912,6.661348821279233,0.8189486631456284
39229,0.0,0.199233716,540.0,5.57556426015,0.11832061099999999,2.8238848302107535,0.08015267200000001,1861.69,0.007633588,0.0,0.061068702,0.0,17.2582322515,10.497416862,1,17.39714761469125,0.0,0.973180077,13.0320894924,0.0,0.0715837468896,191,0.0,25.3604679476,0.011494253000000001,261.0,10.374960609,0.0,9.40298269118,0.203285810674,0.019083969,0.142151657292,0.129770992,17.39714761469125,10.2844553522,0.153256705,0.286259542,10.6430224698,0.011450382,7.765683283079573,0.6410842548783214,0.011153490242239912,6.651738496379445,0.2991806282599017,1.2158902083077192,0.4423957206201615,0.7798736495440927,0.011153490242239912,6.661348821279233,0.8189486631456284
39259,0.0,0.049079755,813.0,4.38527970413,0.114519427,1.7864236016747885,0.16155419199999999,3824.83,0.0061349690000000005,0.0,0.040899796,0.0,8.08099261751,37.4366118991,1,1.7864236016747885,0.0,0.957055215,7.63940151031,0.0,0.38463111328,-79,0.0,19.0370838748,0.310838446,489.0,6.08179446525,0.0,100.961014876,0.212237420722,0.00408998,0.144379752787,0.067484663,1.7864236016747885,8.3892784171,0.25766871199999997,0.08793456,12.0570704826,0.053169734,0.0,0.6410842548783214,0.011153490242239912,1.1704862642172478,0.2991806282599017,1.2158902083077192,0.4423957206201615,0.7798736495440927,0.011153490242239912,1.2469128859688756,0.8189486631456284
39268,0.0,0.092715232,433.0,6.7235465534,0.073825503,1.2061039014383392,0.08724832199999999,1271.81,0.006711409000000001,0.0,0.080536913,0.0,33.1933173155,10.3113149546,1,10.010662381938216,0.0,0.933774834,13.7024972924,0.0,0.123150450062,134,0.0,43.4225452562,0.033112583,151.0,10.9086781314,0.0,16.7483286842,0.339973636123,0.0,0.145571394673,0.214765101,10.010662381938216,23.5405005448,0.086092715,0.214765101,11.0720475569,0.013422818999999999,33.318620277234125,0.6410842548783214,0.011153490242239912,6.651738496379445,0.2991806282599017,1.2158902083077192,0.4423957206201615,0.7798736495440927,0.011153490242239912,6.661348821279233,0.8189486631456284
39269,0.0,0.078571429,456.0,9.98565601639,0.071428571,3.7059926768736893,0.035714286,2137.17,0.0,0.0,0.11428571400000001,0.0,46.8775187244,34.9977506581,1,3.7059926768736893,0.0,0.9642857140000001,21.3664708008,0.0,0.031001344086,-153,0.0,37.2327105062,0.007142857,140.0,17.0100345797,0.0,4.35922621285,0.213080916886,0.028571429,0.0960291934986,0.12857142900000001,3.7059926768736893,10.6987787083,0.11428571400000001,0.22142857100000002,20.591046217,0.0,0.0,0.6410842548783214,0.011153490242239912,6.651738496379445,0.2991806282599017,1.2158902083077192,0.4423957206201615,0.7798736495440927,0.011153490242239912,6.661348821279233,0.8189486631456284
39278,0.0,0.13872832400000001,419.0,12.2439305466,0.093023256,3.9318132580770087,0.081395349,1500.17,0.005813953,0.0,0.13372093,0.0,37.8215897792,20.3034601573,1,3.9318132580770087,0.0,0.9653179190000001,24.6136429278,0.0,0.0445004497912,-139,0.0,29.3304409328,0.028901734,173.0,19.5951367559,0.0,8.81532495966,0.278883219034,0.01744186,0.143221871185,0.14534883699999998,3.9318132580770087,28.9609843708,0.080924855,0.174418605,29.4129952208,0.0,0.0,0.6410842548783214,0.011153490242239912,6.651738496379445,0.2991806282599017,1.2158902083077192,0.4423957206201615,0.7798736495440927,0.011153490242239912,6.661348821279233,0.8189486631456284
39299,0.0,0.13658536599999999,1006.0,7.82910382376,0.095121951,2.8360200290598567,0.10975609800000001,1059.79,0.002439024,0.0,0.11463414599999999,0.0,20.2873029249,18.6904168345,0,25.924922222166735,0.0,0.9658536590000001,13.4860283907,0.0,0.101382945433,661,0.0,27.1705501693,0.019512195,410.0,10.7363453425,0.0,15.8585035465,0.332507442399,0.012195122,0.134460690662,0.10731707300000001,25.924922222166735,13.4465140205,0.143902439,0.20731707300000002,21.1710295059,0.007317073,0.0,0.6410842548783214,0.011153490242239912,-6.870206045974074,0.2991806282599017,1.2158902083077192,0.4423957206201615,0.7798736495440927,0.011153490242239912,-6.880156376827242,0.8189486631456284
39377,0.0,0.148809524,569.0,16.9329389598,0.005952381,3.048969174007767,0.077380952,1564.54,0.005952381,0.0,0.208333333,0.0,32.7077424326,40.8870892471,1,9.767993835247106,0.0,0.994047619,25.4371108695,0.0,0.0320013874436,25,0.0,45.2507594741,0.005952381,168.0,20.2507067981,0.0,5.88168901253,0.363177986202,0.0,0.0420230981247,0.107142857,9.767993835247106,22.5170181299,0.071428571,0.267857143,33.3031117141,0.005952381,0.0,0.6410842548783214,0.011153490242239912,6.651738496379445,0.2991806282599017,1.2158902083077192,0.4423957206201615,0.7798736495440927,0.011153490242239912,6.661348821279233,0.8189486631456284
39394,0.0,0.100917431,352.0,3.48284379731,0.109090909,0.6492287780195505,0.090909091,794.8710000000001,0.0,0.0,0.054545455,0.0,17.9968847476,17.8169281011,0,14.190286148141604,0.0,0.917431193,7.53354126456,0.0,0.0958552821325,507,0.0,15.1196853645,0.009174311999999999,109.0,5.99751819625,0.0,10.0824207518,0.442231375555,0.0,0.163962999381,0.209090909,14.190286148141604,19.8181232554,0.091743119,0.281818182,5.90378596315,0.0,4.822842351002374,0.6410842548783214,0.011153490242239912,-6.870206045974074,0.2991806282599017,1.2158902083077192,0.4423957206201615,0.7798736495440927,0.011153490242239912,-6.880156376827242,0.8189486631456284
39433,0.0,0.188679245,723.0,11.0926136937,0.056603774,2.265595788690594,0.079245283,758.553,0.003773585,0.0,0.018867925,0.0,18.9833616222,39.3306714075,0,2.55508858391217,0.0,0.9698113209999999,36.4737318643,0.0,0.0750720011502,-206,0.0,17.9275056639,0.067924528,265.0,29.0370574554,0.0,26.2912529849,0.814817121894,0.00754717,0.117672560459,0.196226415,2.55508858391217,7.58715313382,0.309433962,0.290566038,15.6813544576,0.018867925,0.0,0.6410842548783214,0.011153490242239912,-6.870206045974074,0.2991806282599017,1.2158902083077192,0.4423957206201615,0.7798736495440927,0.011153490242239912,-6.880156376827242,0.8189486631456284
39585,0.0,0.09729729699999999,582.0,6.07388971489,0.124324324,3.6145228079209613,0.048648649,2695.53,0.005405405,0.0,0.059459459000000006,0.0,22.3806585153,25.1511482125,1,3.994998892965273,0.0,0.962162162,12.6558094862,0.0,0.062701783223,-143,0.0,27.330093341,0.010810811000000002,185.0,10.0754007997,0.0,10.899453093,0.215620854064,0.005405405,0.185380384362,0.227027027,3.994998892965273,29.017089115,0.09189189199999999,0.243243243,11.2972590917,0.0,0.0,0.6410842548783214,0.011153490242239912,6.651738496379445,0.2991806282599017,1.2158902083077192,0.4423957206201615,0.7798736495440927,0.011153490242239912,6.661348821279233,0.8189486631456284
39602,0.0,0.204545455,303.0,13.8165285066,0.022727273,1.3181283921858884,0.12121212099999999,1051.72,0.0,0.0,0.13636363599999998,0.0,28.5462870792,5.71836495492,1,28.998824628089547,0.0,0.992424242,24.0242914522,0.0,0.0174247061336,626,0.0,18.5733518093,0.037878788,132.0,19.1259488834,0.0,2.62245143642,0.287672385095,0.0,0.0555186797823,0.13636363599999998,28.998824628089547,2.24851020557,0.17424242399999998,0.24242424199999998,23.7619313679,0.0,0.0,0.6410842548783214,0.011153490242239912,6.651738496379445,0.2991806282599017,1.2158902083077192,0.4423957206201615,0.7798736495440927,0.011153490242239912,6.661348821279233,0.8189486631456284
39704,0.0,0.052325580999999996,325.0,7.19943541409,0.029239766,6.009133211209721,0.46198830399999996,3171.54,0.01754386,0.0,0.116959064,0.0,14.456399387,13.0302786223,1,6.009133211209721,0.0,0.994186047,9.8076479365,0.0,0.0987399826336,-19,0.0,11.6281640719,0.174418605,172.0,7.80795443948,0.0,10.5649849037,0.102319965456,0.0,0.100182298643,0.040935673,6.009133211209721,5.77476922277,0.244186047,0.122807018,16.669321533,0.0,0.0,0.6410842548783214,0.011153490242239912,1.1704862642172478,0.2991806282599017,1.2158902083077192,0.4423957206201615,0.7798736495440927,0.011153490242239912,1.2469128859688756,0.8189486631456284
39731,0.0,0.14035087699999999,776.0,1.41349784019,0.10877193,1.8256145831612198,0.15087719300000002,3085.92,0.010526316,0.0,0.0070175440000000006,0.0,3.03943605461,3.98069910296,1,99.49599478228647,0.0,0.971929825,5.32063562602,0.0,0.0873989383422,53,0.0,5.88791907377,0.038596491000000004,285.0,4.23580463185,0.0,7.13541593389,0.0112292010778,0.0,0.184467392695,0.23508771899999997,99.49599478228647,5.55167003087,0.30877193,0.245614035,0.0,0.014035088000000001,0.0,0.6410842548783214,0.011153490242239912,6.651738496379445,0.2991806282599017,1.2158902083077192,0.4423957206201615,0.7798736495440927,0.011153490242239912,6.661348821279233,0.8189486631456284
39819,0.0,0.20869565199999998,718.0,13.4076320843,0.056277056,6.36143777131425,0.069264069,3224.3,0.0,0.0,0.064935065,0.0,24.0067317371,8.90670815689,1,11.017272661913811,0.0,0.9739130429999999,29.6454120872,0.0,0.0431378089058,-36,0.0,29.3145751662,0.004347826,230.0,23.6009722631,0.0,11.0549117352,0.222361797414,0.021645022000000003,0.109931393179,0.151515152,11.017272661913811,23.0891643157,0.20869565199999998,0.28138528100000004,27.9579442589,0.008658009,0.0,0.6410842548783214,0.011153490242239912,6.651738496379445,0.2991806282599017,1.2158902083077192,0.4423957206201615,0.7798736495440927,0.011153490242239912,6.661348821279233,0.8189486631456284
39822,0.0,0.13475177300000002,441.0,4.21646612475,0.113475177,2.9044954754775665,0.12056737599999999,1604.54,0.014184397,0.0,0.035460992999999996,0.0,17.6804875331,16.4533246276,1,2.9044954754775665,0.0,0.886524823,11.2060306655,0.0,0.130356944722,-127,0.0,22.7524592825,0.035460992999999996,141.0,8.92121918015,0.24113475199999998,17.6362331202,0.137691569698,0.007092199,0.174677605366,0.177304965,2.9044954754775665,6.20865618873,0.21985815600000003,0.212765957,7.33256377958,0.014184397,0.0,0.6410842548783214,0.011153490242239912,6.651738496379445,0.2991806282599017,1.2158902083077192,0.4423957206201615,0.7798736495440927,0.011153490242239912,6.661348821279233,0.8189486631456284
39834,1.0,0.12,382.0,10.8185597333,0.10569105699999999,0.1713608646168187,0.032520325,70.0978,0.024390244,0.0,0.081300813,0.0,28.9612108744,41.289197225,0,0.8605704959328146,0.0,0.968,23.1676772771,0.0,0.105123732249,5,0.0,31.7067733199,0.04,125.0,18.4439908344,0.0,26.1042425224,5.44118389638,0.008130080999999999,0.127894297087,0.12195122,0.8605704959328146,19.1075125575,0.23199999999999998,0.25203252,25.1991278184,0.0,0.21655493880147417,0.6410842548783214,0.011153490242239912,-6.870206045974074,0.2991806282599017,1.2158902083077192,0.4423957206201615,0.7798736495440927,0.011153490242239912,-6.880156376827242,0.8189486631456284
39932,0.0,0.167701863,528.0,11.0064839654,0.043478261,3.0389380447303207,0.01863354,1817.55,0.01863354,0.0,0.130434783,0.0,44.8808673966,35.8330126286,1,3.392302933652451,0.0,0.98136646,21.3073136625,0.0,0.113049251716,-194,0.0,25.1400581692,0.00621118,161.0,16.9629390636,0.0,20.2771945781,0.290080701741,0.00621118,0.0892729629106,0.155279503,3.392302933652451,11.4401496836,0.155279503,0.248447205,20.1094232179,0.02484472,0.0,0.6410842548783214,0.011153490242239912,6.651738496379445,0.2991806282599017,1.2158902083077192,0.4423957206201615,0.7798736495440927,0.011153490242239912,6.661348821279233,0.8189486631456284
39937,0.0,0.23870967699999998,384.0,9.17746815687,0.051612902999999995,5.292873784418052,0.032258065,2414.5,0.006451613,0.0,0.083870968,0.0,13.0180015393,14.959652086,1,5.809251714605177,0.0,0.980645161,19.1600112194,0.0,0.0466576264436,-155,0.0,15.7519198207,0.0,155.0,15.2534527778,0.0,8.36879285436,0.158810544537,0.006451613,0.0991146575349,0.193548387,5.809251714605177,18.9101806305,0.141935484,0.322580645,15.7472998005,0.0,0.0,0.6410842548783214,0.011153490242239912,6.651738496379445,0.2991806282599017,1.2158902083077192,0.4423957206201615,0.7798736495440927,0.011153490242239912,6.661348821279233,0.8189486631456284
39949,0.0,0.18134715,419.0,6.84843225652,0.155440415,3.2748180910052267,0.10362694300000001,3108.46,0.005181347,0.0,0.041450777,0.0,16.1007120818,15.3505710465,1,3.8840865730527105,0.0,0.943005181,18.5578536566,0.0,0.0610186262411,-201,0.0,13.7956905596,0.031088083,193.0,14.774069867,0.0,12.3634215539,0.134600273872,0.005181347,0.180904117534,0.165803109,3.8840865730527105,21.4786616618,0.155440415,0.264248705,11.7740536428,0.0,0.0,0.6410842548783214,0.011153490242239912,6.651738496379445,0.2991806282599017,1.2158902083077192,0.4423957206201615,0.7798736495440927,0.011153490242239912,6.661348821279233,0.8189486631456284
39952,1.0,0.128205128,203.0,1.50032997766,0.078947368,0.08228319723089443,0.078947368,147.89,0.026315789,0.0,0.131578947,0.0,6.64663003118,3.41625428442,0,0.11968465051766462,0.0,0.9487179490000001,1.97173088388,0.0,0.0593934081346,-30,0.0,5.4711323147,0.051282050999999995,39.0,1.56971222947,0.0,1.67411862272,1.37075149144,0.0,0.154353955906,0.184210526,0.11968465051766462,2.65386081783,0.102564103,0.289473684,3.00642426669,0.0,0.0,0.6410842548783214,0.011153490242239912,-6.870206045974074,0.2991806282599017,1.2158902083077192,0.4423957206201615,0.7798736495440927,0.011153490242239912,-6.880156376827242,0.8189486631456284
39988,0.0,0.10416666699999999,413.0,7.45162360646,0.0625,2.7993407326742603,0.041666667000000004,600.047,0.0,0.0,0.1875,0.0,28.9184821887,19.4610925899,0,3.286182599226305,0.0,0.979166667,11.4206862451,0.0,0.0516719742779,-13,0.0,17.570183258,0.020833333,96.0,9.09210836755,0.0,4.85331150068,0.252625728442,0.020833333,0.0809816815347,0.09375,3.286182599226305,5.45449103271,0.052083332999999996,0.15625,24.257672873,0.0,0.0,0.6410842548783214,0.011153490242239912,1.1704862642172478,0.2991806282599017,1.2158902083077192,0.4423957206201615,0.7798736495440927,0.011153490242239912,1.2469128859688756,0.8189486631456284
40069,0.0,0.01242236,549.0,6.46170739646,0.09937888199999999,0.8820311115134513,0.236024845,1176.76,0.0,0.0,0.074534161,0.0,30.7206438193,52.0770749371,0,7.276756669985972,0.0,0.9440993790000001,11.3276476116,0.0,0.0384615384615,146,0.0,48.3605031028,0.080745342,161.0,9.01803949638,0.0,5.28048118157,0.466123979513,0.02484472,0.152143043844,0.14285714300000002,7.276756669985972,14.7376789911,0.17391304300000002,0.229813665,14.1492372598,0.01242236,1.6979098896633935,0.6410842548783214,0.011153490242239912,-6.870206045974074,0.2991806282599017,-6.346801640001223,0.4423957206201615,0.7798736495440927,0.011153490242239912,-6.880156376827242,0.8189486631456284
40105,0.0,0.068592058,1149.0,6.34412460875,0.141304348,0.03651984120871547,0.083333333,53.0736,0.036231884,0.0,0.028985507,0.0,142.831686118,165.961487256,0,0.16931926378586265,0.0,0.8916967509999999,17.2595623126,0.0,0.47500807004,-717,0.0,128.977778561,0.025270757999999997,277.0,13.7404887547,0.0,325.429512995,21.6193999064,0.0,0.13032070283,0.152173913,0.16931926378586265,37.2953375445,0.220216606,0.170289855,9.00218322055,0.025362318999999998,0.25611317211306955,0.6410842548783214,0.011153490242239912,-6.870206045974074,0.2991806282599017,-6.346801640001223,0.4423957206201615,0.7798736495440927,0.011153490242239912,-6.880156376827242,0.8189486631456284
40108,0.0,0.117924528,378.0,0.0,0.08450704199999999,0.0,0.131455399,622.624,0.014084507,0.0,0.103286385,0.0,0.281020966895,0.194818030129,0,94.70939548990538,0.0,0.910377358,0.0,0.0,0.0,3351,0.0,0.312393699742,0.004716980999999999,212.0,0.0,0.0,0.0,0.363004437417,0.004694836,0.0,0.15492957699999998,94.70939548990538,0.715579291072,0.047169811,0.18779342699999999,0.0,0.0,0.0,0.6410842548783214,0.011153490242239912,-6.870206045974074,0.2991806282599017,1.2158902083077192,0.4423957206201615,0.7798736495440927,0.011153490242239912,-6.880156376827242,0.8189486631456284
40132,0.0,0.078651685,559.0,6.30774288934,0.033707865,1.3140818123556268,0.08426966300000001,598.265,0.0,0.0,0.21910112399999998,0.0,21.3977003458,13.3701630853,0,1.6895337587429489,0.0,0.97752809,7.05359999288,0.0,0.0162688172043,-23,0.0,11.248769004,0.0,178.0,5.61543274547,0.0,1.20360253547,0.49144001752,0.033707865,0.067281940104,0.11797752800000001,1.6895337587429489,8.36290475302,0.02247191,0.13483146099999999,27.6250839945,0.0,0.0,0.6410842548783214,0.011153490242239912,-6.870206045974074,0.2991806282599017,1.2158902083077192,0.4423957206201615,0.7798736495440927,0.011153490242239912,-6.880156376827242,0.8189486631456284
