,small_holdings,internet_access_from_work,population,HH_NLI9,r_38_201___r_76_400,D_DOMESTIC_KM2,no_income,pd,r_1___r_4800,collective_living_quarters,r_614_001___r_1_228_800,vacant,AGE50_54,AGE15_19,target_label,D_MIGR_IN_KM2,traditional_residential,cellphone_perc,HH_NLI8,parks_and_recreation,P_NLI1,D_POP_CHAN,industrial,AGE55_59,internet_access_from_elsewhere,internet_access_grand_total,HH_NLI7,commercial,HH_NLI1,AREA_KM2,r_2_457_601_or_more,P_NLI3,r_76_401___r_153_800,D_TOT_WORK_KM2,AGE70_74,internet_access_from_cell_phone,r_153_801___r_307_600,HH_NLI10,r_4801___r_9600,D_LEARNERS_KM2,MN_TYPE_woe,farms_woe,SP_NAME_woe,SAL_CODE_woe,MP_NAME_woe,PR_NAME_woe,DC_NAME_woe,informal_residential_woe,SP_NBH_ID_woe,MN_NAME_woe
1441,0.0,0.09178744,592.0,10.3609080448,0.129186603,0.07989255122144355,0.04784689,23.131,0.0,0.0,0.057416268,0.0,110.819638052,52.2578399336,0,0.2325293727655699,0.0,0.980676329,26.9328439955,0.0,0.315679130211,-231,0.0,119.942199857,0.038647343,207.0,21.4414730427,0.0,171.638494965,25.6724548617,0.033492823,0.125701472205,0.114832536,0.2325293727655699,31.3529363166,0.154589372,0.148325359,46.7056035165,0.014354067,0.0,0.6410842548783214,0.011153490242239912,-6.870206045974074,-1.0493670158968553,-6.346801640001223,-0.5857543741846176,0.011469520225011633,0.011153490242239912,-6.880156376827242,0.008561696134811201
1443,0.0,0.16929133899999999,477.0,1.11390014647,0.12252964400000001,4.863304421296127,0.023715415,6875.91,0.015810277,0.0,0.019762846,0.0,2.37482513557,3.7423422804,1,4.863304421296127,0.0,0.996062992,3.34612279927,0.0,0.131678736011,-37,0.0,4.50017584832,0.11023622,254.0,2.66387767329,0.0,5.92022826195,0.0244021089107,0.007905138,0.157172912917,0.201581028,4.863304421296127,2.56460898305,0.24015748,0.28458498,1.61012927048,0.031620552999999996,0.0,0.6410842548783214,0.011153490242239912,-0.7930860542875978,-1.0493670158968553,-0.10198017826501271,-0.5857543741846176,0.011469520225011633,0.011153490242239912,-0.7834313190617669,0.008561696134811201
1557,0.0,0.071823204,484.0,4.57375438061,0.099447514,1.8175345968362118,0.033149171,1487.3,0.033149171,0.0,0.033149171,0.0,24.6625081421,24.3187131122,0,1.8175345968362118,0.0,0.9613259670000001,13.3117259754,0.0,0.209018675722,-169,0.0,33.8218499162,0.066298343,181.0,10.5975816628,0.0,28.004263711,0.326439405266,0.016574586000000002,0.0870942906802,0.066298343,1.8175345968362118,3.5694496453,0.348066298,0.226519337,10.2451859876,0.044198895,0.0,0.6410842548783214,0.011153490242239912,-6.870206045974074,-1.0493670158968553,-0.10198017826501271,-0.5857543741846176,0.011469520225011633,0.011153490242239912,-6.880156376827242,0.008561696134811201
1571,0.0,0.0,276.0,0.0551554640569,0.0,0.03974123462542176,0.0,24.9327,0.0,0.0,0.0,0.5,0.0,0.017784556965,1,13.432537303392557,0.0,1.0,0.11741382303,0.0,0.248183730715,338,0.0,0.0237717359729,0.0,2.0,0.0934741730863,0.5,0.446330024488,0.271311775175,0.0,0.143459861119,0.0,13.432537303392557,0.0,0.0,0.5,0.112870764437,0.0,0.0,0.6410842548783214,0.011153490242239912,1.1704862642172478,-1.0493670158968553,-0.10198017826501271,-0.5857543741846176,0.011469520225011633,0.011153490242239912,6.661348821279233,0.008561696134811201
1638,0.0,0.0,276.0,0.661865568705,0.0,0.006882342920232772,0.0,24.9327,0.0,0.0,0.0,0.5,0.0,0.231199240545,1,0.14223508701814397,0.0,1.0,1.40896587641,0.0,0.248183730715,123,0.0,0.309032567647,0.0,2.0,1.12169007707,0.5,5.35596029403,9.39892816202,0.0,0.143459861119,0.0,0.14223508701814397,0.0,0.0,0.5,1.35444917329,0.0,0.0,0.6410842548783214,0.011153490242239912,1.1704862642172478,-1.0493670158968553,-0.10198017826501271,-0.5857543741846176,0.011469520225011633,0.011153490242239912,6.661348821279233,0.008561696134811201
1674,0.0,0.071794872,514.0,10.6368954481,0.071794872,2.8905280131566515,0.020512821,623.898,0.025641026,0.0,0.10769230800000001,0.0,46.6028390414,22.4563215362,0,3.030844906999207,0.0,0.958974359,19.7357574745,0.0,0.172982225148,-178,0.0,35.3721506215,0.015384615,195.0,15.7118094151,0.0,33.9044959326,0.384985912421,0.005128205,0.102396727107,0.143589744,3.030844906999207,15.7657715026,0.143589744,0.2,22.6061551536,0.051282050999999995,10.046689599127003,-0.9509750562254633,0.011153490242239912,-6.870206045974074,-0.4192091694876517,-6.346801640001223,0.4423957206201615,-0.961433214711205,0.011153490242239912,-6.880156376827242,-3.7225932411273637
1678,0.0,0.13375796199999998,724.0,7.23771208533,0.108974359,4.103019159971184,0.012820513,3734.44,0.006410256,0.0,0.108974359,0.0,39.1203910605,24.4862725063,0,6.542652174008104,0.0,0.9745222929999999,14.5196678306,0.0,0.0502639296188,-65,0.0,27.4457112581,0.025477707000000002,157.0,11.5592347556,0.0,6.23718065773,0.194482086362,0.025641026,0.124352262837,0.153846154,6.542652174008104,4.94174703417,0.15286624199999999,0.26282051300000003,15.4209344233,0.006410256,0.0,0.6410842548783214,0.011153490242239912,-0.7930860542875978,-1.0493670158968553,-0.10198017826501271,-0.5857543741846176,0.011469520225011633,0.011153490242239912,-0.7834313190617669,0.008561696134811201
1802,0.0,0.11641791,531.0,5.57023215405,0.09253731300000001,5.529148782336001,0.10746268699999999,2022.41,0.0,0.0,0.074626866,0.0,7.70153758854,3.32271836933,1,5.529148782336001,0.0,0.9552238809999999,11.2702192891,0.0,0.0498912649511,-40,0.0,10.5388539277,0.03880597,335.0,8.97232030572,0.0,5.83204230906,0.0878314097137,0.002985075,0.133983923359,0.217910448,5.529148782336001,24.282893681,0.080597015,0.247761194,9.24470052317,0.0,0.0,0.6410842548783214,0.011153490242239912,6.651738496379445,-1.0493670158968553,-0.10198017826501271,-0.5857543741846176,0.011469520225011633,0.011153490242239912,6.661348821279233,0.008561696134811201
1806,1.0,0.136752137,313.0,15.8795145038,0.120689655,0.6196954153996845,0.034482759,109.28200000000001,0.043103447999999996,0.0,0.068965517,0.0,59.5200777286,70.5609997624,0,0.9314209879946774,0.0,0.923076923,36.4517153123,0.0,0.0860195874818,-284,0.0,45.4023128758,0.034188034,117.0,29.0195298855,0.0,25.5249026145,2.87307852252,0.017241378999999998,0.120197563471,0.120689655,0.9314209879946774,38.1746915957,0.111111111,0.155172414,32.6896736533,0.060344827999999996,0.0,0.6410842548783214,0.011153490242239912,-6.870206045974074,-1.0493670158968553,-0.10198017826501271,-0.5857543741846176,0.011469520225011633,0.011153490242239912,-6.880156376827242,0.008561696134811201
1807,0.0,0.139705882,619.0,73.8583092841,0.044776119,3.1818324566980785,0.02238806,221.59799999999998,0.007462687,0.073529412,0.179104478,0.0,311.585888559,138.558527889,0,3.260040498971382,0.0,0.970588235,131.738114324,0.0,0.0816890119252,-231,0.0,153.086984558,0.022058823999999998,136.0,104.877866869,0.0,83.8112052101,2.62197934496,0.052238806,0.0747860640491,0.082089552,3.260040498971382,63.3558950362,0.11029411800000001,0.119402985,174.68474477,0.007462687,0.0,0.6410842548783214,0.011153490242239912,-6.870206045974074,-1.0493670158968553,-0.10198017826501271,-0.5857543741846176,0.011469520225011633,0.011153490242239912,-6.880156376827242,0.008561696134811201
1824,0.0,0.16477272699999998,490.0,8.13583981695,0.022857142999999996,2.9540676037805045,0.034285714,1771.7,0.0,0.0,0.091428571,0.0,36.2956296692,19.9141599806,1,5.325095548920119,0.0,0.982954545,18.6132900017,0.0,0.149115397406,-109,0.0,28.3124928003,0.028409091,176.0,14.818203227,0.0,20.9170236309,0.27744083128,0.011428571,0.0513583646132,0.11428571400000001,5.325095548920119,7.57872522535,0.119318182,0.251428571,14.1625221479,0.017142857,0.0,0.6410842548783214,0.011153490242239912,6.651738496379445,-1.0493670158968553,-0.10198017826501271,-0.5857543741846176,0.011469520225011633,0.011153490242239912,6.661348821279233,0.008561696134811201
1850,0.0,0.12413793099999999,481.0,10.208607475,0.08219178099999999,6.51421710642991,0.047945205,2389.34,0.0,0.0,0.191780822,0.0,42.3316092087,26.5187604036,1,6.51421710642991,0.0,0.9862068970000001,13.0018857161,0.0,0.042299245024,-119,0.0,36.5106157923,0.006896551999999999,145.0,10.3509151181,0.0,5.47706514411,0.201945418055,0.034246575,0.0913713397344,0.089041096,6.51421710642991,7.66309355419,0.193103448,0.23287671199999999,33.1926333087,0.0,0.0,0.6410842548783214,0.011153490242239912,-0.7930860542875978,-1.0493670158968553,-0.10198017826501271,-0.5857543741846176,0.011469520225011633,0.011153490242239912,-0.7834313190617669,0.008561696134811201
1854,0.0,0.158914729,653.0,2.22271879995,0.166666667,7.589329747880081,0.019379845,3668.02,0.0,0.0,0.019379845,0.0,24.2138548579,13.1171888333,0,92.07055299401887,0.0,0.968992248,6.86625193692,0.0,0.15499426079,309,0.0,10.4530888964,0.08914728699999999,258.0,5.46628331691,0.0,24.5290700461,0.0540176140694,0.007751938000000001,0.189463273417,0.205426357,92.07055299401887,2.69100794352,0.37984496100000004,0.23643410899999998,7.60329986695,0.011627907,0.0,0.6410842548783214,0.011153490242239912,-0.7930860542875978,-1.0493670158968553,-0.10198017826501271,-0.5857543741846176,0.011469520225011633,0.011153490242239912,-0.7834313190617669,0.008561696134811201
1886,0.0,0.138297872,755.0,5.3177839233,0.053763440999999995,1.5063355909431064,0.053763440999999995,1091.33,0.0,0.0,0.150537634,0.0,13.6338052292,51.8726153791,0,7.4209179847932445,0.0,1.0,6.90725178687,0.0,0.0467295813315,291,0.0,14.405976639,0.11702127699999999,94.0,5.49892365662,0.010638298000000001,4.1598711908,0.48717124532,0.0,0.0772101716157,0.11827957,7.4209179847932445,7.36584477676,0.127659574,0.301075269,18.2987292447,0.0,58.43696013099875,0.6410842548783214,0.011153490242239912,1.1704862642172478,-1.0493670158968553,-0.10198017826501271,-0.5857543741846176,0.011469520225011633,0.011153490242239912,1.2469128859688756,0.008561696134811201
1888,0.0,0.12138728300000001,556.0,9.45998478782,0.068965517,3.777670222723276,0.034482759,2220.3,0.005747126,0.0,0.10344827599999999,0.0,42.0896332168,31.4505000766,1,3.906454434861569,0.0,0.9942196529999999,22.7378885755,0.0,0.0355924950625,-170,0.0,35.0823496631,0.005780347,173.0,18.101832284,0.0,4.86468607447,0.251205238214,0.028735632,0.0863279352489,0.109195402,3.906454434861569,15.0659269889,0.10404624300000001,0.252873563,16.1059670405,0.005747126,0.0,0.6410842548783214,0.011153490242239912,6.651738496379445,-1.0493670158968553,-0.10198017826501271,-0.5857543741846176,0.011469520225011633,0.011153490242239912,6.661348821279233,0.008561696134811201
1954,0.0,0.14354067,936.0,14.2604880308,0.054892601,13.063010609443252,0.038186158,2226.62,0.007159905,0.0,0.181384248,0.0,12.1197524313,10.6706079257,1,13.676709094450652,0.0,0.976076555,21.0608905597,0.0,0.00996050032916,-45,0.0,21.5667195223,0.043062200999999994,418.0,16.7667594727,0.0,1.9166716799,0.12312626361,0.011933174,0.101082765059,0.12887828199999998,13.676709094450652,19.118497605,0.251196172,0.24105011899999998,36.4961158162,0.009546539,0.0,0.6410842548783214,0.011153490242239912,6.651738496379445,-1.0493670158968553,-0.10198017826501271,-0.5857543741846176,0.011469520225011633,0.011153490242239912,6.661348821279233,0.008561696134811201
1955,0.0,0.14354067,936.0,7.33015739917,0.054892601,15.038075650746258,0.038186158,2226.62,0.007159905,0.0,0.181384248,0.0,6.22019040123,5.4764495703,1,15.038075650746258,0.0,0.976076555,10.8256914094,0.0,0.00996050032916,-27,0.0,11.0686338289,0.043062200999999994,418.0,8.61842776652,0.0,0.985205069127,0.0545528786899,0.011933174,0.101082765059,0.12887828199999998,15.038075650746258,9.81213898246,0.251196172,0.24105011899999998,18.7596857003,0.009546539,0.0,0.6410842548783214,0.011153490242239912,6.651738496379445,-1.0493670158968553,-0.10198017826501271,-0.5857543741846176,0.011469520225011633,0.011153490242239912,6.661348821279233,0.008561696134811201
1956,0.0,0.14354067,936.0,4.50193342367,0.054892601,13.333514987329949,0.038186158,2226.62,0.007159905,0.0,0.181384248,0.0,3.83848616207,3.44746457447,1,13.333514987329949,0.0,0.976076555,6.67649913828,0.0,0.0134421601391,-17,0.0,6.58718631058,0.043062200999999994,418.0,5.31521945164,0.0,0.797748137423,0.0372405567597,0.011933174,0.0953497160814,0.12887828199999998,13.333514987329949,5.84432924289,0.251196172,0.24105011899999998,11.2681557117,0.009546539,0.0,0.6410842548783214,0.011153490242239912,6.651738496379445,-1.0493670158968553,-0.10198017826501271,-0.5857543741846176,0.011469520225011633,0.011153490242239912,6.661348821279233,0.008561696134811201
