,TOTAL_HH17,W_M_INC17,P_NLI1,P_NLI2,P_NLI3,P_NLI4,P_NLI5,P_NLI6,P_NLI7,P_NLI8,P_NLI9,P_NLI10,HH_NLI1,HH_NLI2,HH_NLI3,HH_NLI4,HH_NLI5,HH_NLI6,HH_NLI7,HH_NLI8,HH_NLI9,HH_NLI10,NLI17V2,AREA_KM2,POP_KM2,T_N_POP,D_POP_CHAN,AGE0_4,AGE5_9,AGE10_14,AGE15_19,AGE20_24,AGE25_29,AGE30_34,AGE35_39,AGE40_44,AGE45_49,AGE50_54,AGE55_59,AGE60_64,AGE65_69,AGE70_74,AGE75_79,AGE80OVER,population,pd,atoll_area,no_income,r_1___r_4800,r_4801___r_9600,r_9601___r_19_600,r_19_601___r_38_200,r_38_201___r_76_400,r_76_401___r_153_800,r_153_801___r_307_600,r_307_601___r_614_400,r_614_001___r_1_228_800,r_1_228_801___r_2_457_600,r_2_457_601_or_more,internet_access_from_home,internet_access_from_cell_phone,internet_access_from_work,internet_access_from_elsewhere,internet_access_no_access_to_in,internet_access_grand_total,formal_residential,traditional_residential,parks_and_recreation,collective_living_quarters,industrial,small_holdings,vacant,commercial,cellphone_perc,computer_perc,dvd_perc,land_line_perc,radio_perc,sat_tv_perc,tv_perc,D_NW_RESD_KM2,D_LEARNERS_KM2,D_FORMAL_KM2,D_DOMESTIC_KM2,D_TOT_WORK_KM2,D_MIGR_OUT_KM2,D_MIGR_IN_KM2,target_label
9435,78.6114182464,603512.922677,0.010384351407,0.0339987944101,0.142998925765,0.181469434934,0.123053426666,0.107120698597,0.0726726122777,0.0912847790507,0.063374554602,0.173642422291,0.816328591673,2.67269344724,11.2413483621,14.2655696485,9.67340439032,8.42091004025,5.71289711882,7.17602594549,4.981963618,13.650277084,7.0,0.511863737394,355.563378892,182,-64,7.65616199379,4.67008776082,7.61024959489,4.89645407239,7.85803463535,9.67947457735,6.73309588451,7.84347598902,11.4318846563,9.69652866367,12.2220594166,23.0719948744,18.3770342057,16.7572770128,16.4230758802,9.02550900742,8.04760177484,458.0,703.934,0.650629486,0.075268817,0.010752688,0.0,0.0,0.02688172,0.10752688199999999,0.215053763,0.204301075,0.188172043,0.134408602,0.032258065,0.005376344,0.679347826,0.054347825999999995,0.027173912999999997,0.027173912999999997,0.21195652199999998,184.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.956521739,0.8423913040000001,0.836956522,0.826086957,0.918478261,0.657608696,0.9402173909999999,1.7388862884193639,0.0,0.0,0.3797567756318151,0.3797567756318151,1.658937493549508,0.3797567756318151,0
9512,279.985873211,825319.862164,0.0343791671161,0.00784964705996,0.0815499958411,0.163544938299,0.129375138208,0.122329458364,0.105127560753,0.132051757253,0.0486205769608,0.175171760145,9.62568112526,2.19779028648,22.8328467959,45.7902723589,36.2232110428,34.2505202195,29.4342318959,36.9726265636,13.6130746964,49.0456182259,9.0,0.0865818723436,6340.819217,549,-332,38.4804693682,8.10254453434,12.2308846618,10.7513962029,39.1205020791,105.202526672,123.342667763,44.7506448874,32.8547206808,28.5119981169,23.6791635971,17.3529120577,23.4881458573,25.3321329191,5.53088116647,5.20587817809,5.06253125751,453.0,5225.98,0.08668235,0.092105263,0.0,0.004385965,0.030701753999999998,0.026315789,0.074561404,0.188596491,0.254385965,0.228070175,0.048245614000000006,0.021929825,0.030701753999999998,0.339130435,0.247826087,0.226086957,0.017391304,0.169565217,230.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9826086959999999,0.7043478259999999,0.830434783,0.317391304,0.830434783,0.508695652,0.956521739,12.922087157062279,0.0,1.5411663581817396,8.654241857482077,10.195408215663816,49.554425978459015,10.195408215663816,1
9527,170.145261406,348667.504439,0.169640762463,0.0678140209731,0.164296596643,0.159943264677,0.119494030027,0.101160501463,0.0621020504919,0.078006993007,0.0290818082188,0.0484599720348,28.8635718744,11.5382343254,27.9542873839,27.2135885786,20.3313429754,17.2119799654,10.5663696148,13.2725202166,4.94813186154,8.24523460957,5.0,0.0504729784551,5012.58312357,253,-13,8.75056400434,10.3286500797,9.09866831951,8.7707297111,10.6909057012,18.3191927211,22.9255148618,18.0879314153,16.9146236509,17.4800958212,16.4547257429,15.8253246735,21.0620818769,19.6392807043,14.8189333165,9.7172840096,14.1154933901,720.0,6789.76,0.10604203699999999,0.13880126199999998,0.015772871,0.009463721999999999,0.085173502,0.050473185999999996,0.11671924300000001,0.160883281,0.192429022,0.167192429,0.03785489,0.015772871,0.009463721999999999,0.452531646,0.050632910999999996,0.110759494,0.03164557,0.35443038,316.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89556962,0.651898734,0.7689873420000001,0.636075949,0.876582278,0.458860759,0.936708861,19.110387067159735,0.0,22.159916918302244,3.2528318412186783,25.412748759520927,28.055674630511103,25.412748759520927,1
9548,60.3046496138,348667.504439,0.169640762463,0.0678140209731,0.164296596643,0.159943264677,0.119494030027,0.101160501463,0.0621020504919,0.078006993007,0.0290818082188,0.0484599720348,10.2301267406,4.08950077369,9.90784869333,9.64532253445,7.20604561174,6.1004485955,3.74504239521,4.70418438072,1.75376825477,2.92236163386,5.0,0.004547406208,19791.5022066,90,34,3.11031277566,3.67288456557,3.23487214216,3.1202697747,3.80357612363,6.51430781626,8.15126496526,6.4342988654,6.01567144319,6.2165181642,5.85149939665,5.62686767697,7.49242316921,6.98412538326,5.27663071849,3.46172367223,5.03275334714,720.0,6789.76,0.10604203699999999,0.13880126199999998,0.015772871,0.009463721999999999,0.085173502,0.050473185999999996,0.11671924300000001,0.160883281,0.192429022,0.167192429,0.03785489,0.015772871,0.009463721999999999,0.452531646,0.050632910999999996,0.110759494,0.03164557,0.35443038,316.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89556962,0.651898734,0.7689873420000001,0.636075949,0.876582278,0.458860759,0.936708861,74.46687556150859,0.0,173.75604297685334,13.539431920274286,187.29547489712763,110.57202734890667,187.29547489712763,1
9588,157.222836495,443761.779071,0.0909103549051,0.0688726935553,0.128144554497,0.102069602454,0.147157248187,0.13078634891,0.0948467858393,0.119137975334,0.0476771709337,0.0703972653846,14.2931838649,10.8283602378,20.1472503393,16.0476724177,23.1364799707,20.5626007505,14.9120807021,18.7312104163,7.49594005024,11.0680577452,6.0,0.0139129201823,17681.4066907,246,-86,3.2725747842,5.87758996452,5.83154745607,8.31143015666,14.1267843958,35.1898825582,41.4250336348,23.2181364882,18.5232592232,14.1726673719,11.4494742578,13.7466191755,14.5741220538,10.9914486119,11.5126596693,7.21538291313,6.56138728505,495.0,10278.2,0.048160275,0.083333333,0.014492753999999998,0.02173913,0.014492753999999998,0.065217391,0.101449275,0.10869565199999999,0.260869565,0.242753623,0.06884058,0.003623188,0.014492753999999998,0.40794223799999996,0.194945848,0.176895307,0.061371840999999996,0.158844765,277.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9566787,0.7184115520000001,0.76534296,0.646209386,0.812274368,0.537906137,0.898916968,32.43861168484691,0.0,58.24205279779332,16.956547017079068,75.19859981487238,138.601340835255,75.19859981487238,1
9659,146.454149066,829751.64803,0.0633218943034,0.0320540664853,0.0657887541489,0.101303812855,0.123053426666,0.100981311929,0.0545044592083,0.0684635842881,0.0860023921885,0.304526297928,9.27375414744,4.69445103121,9.63503600698,14.8363637088,18.021684892,14.7891321101,7.98240419364,10.0267759789,12.5954071656,44.5991398312,9.0,0.0298074781956,10467.1719611,312,-151,8.70965415704,12.2049942584,15.1742745429,13.4252945354,13.7626982441,29.1017819089,31.4873127191,25.4320894621,28.5367870548,19.0672487486,27.4915006135,27.0960191937,22.2179121833,16.1438212256,14.6209189217,2.75034633057,4.77734590029,576.0,2146.27,0.268372887,0.060728745,0.008097166,0.0,0.016194332,0.020242915,0.044534412999999995,0.10526315800000001,0.21862348199999998,0.226720648,0.206477733,0.076923077,0.016194332,0.615384615,0.08502024300000001,0.141700405,0.048582995999999996,0.113360324,247.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.979757085,0.8704453440000001,0.890688259,0.67611336,0.846153846,0.83805668,0.979757085,27.223851672067497,0.0,0.0,18.26410302050098,18.26410302050098,70.29956634306038,18.26410302050098,1
9662,185.221423808,1389462.85106,0.0290514592934,0.0333453868796,0.0165304947892,0.0336616738375,0.0751105331599,0.0696324350291,0.0569268796176,0.0715064102564,0.0948838699324,0.519350857205,5.38095265403,6.17628003528,3.06180178111,6.23486315594,13.9120798949,12.8974187593,10.5440776957,13.2445191191,17.5745254853,96.1949052275,10.0,0.705297433816,716.009977901,505,-64,21.611727045,45.538930476,18.3315064561,27.9770892271,24.9612764375,12.2488076293,13.5298099512,30.5217669376,30.8768896427,34.3749693709,63.2413839108,32.8253860872,57.0126407183,35.3237298173,39.1484677422,13.5720067393,3.90361181137,413.0,584.677,0.7063729240000001,0.141891892,0.0,0.0,0.0,0.054054054000000004,0.013513513999999999,0.027027027000000002,0.121621622,0.141891892,0.263513514,0.155405405,0.081081081,0.6938775509999999,0.034013605,0.013605441999999999,0.0,0.25170068,147.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9795918370000001,0.931972789,0.9455782309999999,0.959183673,0.931972789,0.904761905,0.9795918370000001,3.355996004693757,0.0,0.6537654554598229,1.4382840020116103,2.0920494574714334,3.021849216347626,2.0920494574714334,0
9678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0210538551,0.0,0,2056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,689.0,577.372,1.193338102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.65724724491962,0.0,20.65724724491962,0.0,20.65724724491962,0
9734,143.223542833,451534.861544,0.0732356037592,0.0532801452533,0.137741482723,0.161471617339,0.143168558779,0.119360586391,0.0689544729942,0.0866143879317,0.0513305640479,0.104842580782,10.4890626319,7.63097116582,19.7278231506,23.1265371022,20.5051082105,17.0952460575,9.87590391638,12.4052194999,7.35174523853,15.0159258593,6.0,0.0545269126856,5116.73935417,279,-6,12.2238138323,18.8873224543,12.4599892251,9.92000389819,23.1134449653,30.4365430197,34.5184979709,39.2462683016,19.9321054919,14.3785118378,13.9671889998,13.1899905069,16.0936171939,9.54722925173,4.64531179292,3.69468059459,2.74548066303,662.0,4136.34,0.16004470699999998,0.061093247999999996,0.0,0.01607717,0.035369775,0.054662379000000004,0.11254019300000001,0.17363344100000003,0.276527331,0.163987138,0.093247588,0.012861736,0.0,0.49032258100000004,0.109677419,0.148387097,0.038709677000000005,0.20967741899999998,310.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.948387097,0.806451613,0.809677419,0.65483871,0.85483871,0.622580645,0.948387097,17.668721964118582,0.0,23.495640909732156,4.5111630546685735,28.006803964400728,29.13459472806787,28.006803964400728,1
9753,350.356587516,1287738.25947,0.010384351407,0.0185944276951,0.0376147664474,0.0446562123566,0.0671200509089,0.0671362385095,0.06540535105,0.0821563011457,0.107897694845,0.499034605635,3.63822592253,6.51468023409,13.1785812127,15.6455981727,23.5159519903,23.5216234229,22.9151955992,28.7840013123,37.8026681667,174.840061483,10.0,0.902155715518,1312.41201451,1184,-248,97.7388685615,117.224880406,121.840922176,57.7331763889,21.1986661628,14.0792160792,56.3121570501,141.645073729,185.90300727,107.543941073,83.1213654811,41.4267723164,36.967631461,55.2693544307,24.4822066825,11.5133918179,9.9993689137,1084.0,1200.49,0.9029633570000001,0.059375,0.0,0.0,0.003125,0.028125,0.028125,0.04375,0.128125,0.18125,0.309375,0.159375,0.059375,0.740625,0.053125,0.15,0.0125,0.04375,320.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.984375,0.9,0.94375,0.84375,0.85,0.9375,0.9875,4.898727573622281,0.0,1.002530294136653,2.312655110337961,3.315185404474614,6.140498051587,3.315185404474614,0
9803,24.767981091,1124971.77364,0.0628201852443,0.092176704497,0.110691574454,0.0694619819287,0.0364397636123,0.0427338250141,0.0541087172603,0.0679664889566,0.0641780750653,0.399422683968,1.55592916026,2.28303087401,2.74160682301,1.72043305495,0.902539376108,1.05843056989,1.34016368596,1.6833927133,1.58956134967,9.89289348382,10.0,0.467540896842,173.24687647,81,5,3.02486221574,6.17137257781,7.21752851373,3.44531240101,6.21098387845,4.97930752416,2.42340173892,3.31119895554,7.32683614496,10.6849707972,6.13199517487,4.50472436477,3.31521849455,2.10433421607,1.89330784621,4.15613790419,4.09850725181,125.0,266.931,0.468286552,0.0,0.0,0.0,0.0,0.13888888900000002,0.111111111,0.083333333,0.055555556,0.166666667,0.194444444,0.194444444,0.055555556,0.648648649,0.10810810800000001,0.0,0.0,0.243243243,37.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9459459459999999,0.7027027029999999,0.783783784,0.7027027029999999,0.810810811,0.6756756759999999,0.9189189190000001,0.6791755339127483,0.0,0.6791755339127483,0.26290665828880583,0.9420821922015542,0.8325377512478851,0.9420821922015542,0
9848,184.144555074,480523.338347,0.0469915110357,0.0339489684353,0.0923693260506,0.127904348198,0.210309492848,0.169051835488,0.0826937830234,0.103872469636,0.0456605713432,0.0871976939419,8.65323089191,6.25151768773,17.0093084481,23.552889291,38.7273479883,31.1299750304,15.2276098822,19.1275497055,8.40814559442,16.0569805544,7.0,0.0234923178796,13238.3701597,311,-200,6.00016032095,9.08599568743,3.27800017906,9.77738972064,29.1893664393,38.9650404394,55.5510958829,32.4363056519,16.5638884379,16.8724059172,15.8761316691,27.649856865,18.6894672795,18.9460393211,2.65227819952,2.49460504252,6.9719729465,483.0,5749.48,0.084007557,0.086021505,0.0,0.0035842290000000004,0.025089606,0.021505376,0.068100358,0.129032258,0.326164875,0.25448028699999997,0.064516129,0.017921147,0.0035842290000000004,0.4,0.246428571,0.217857143,0.060714286,0.075,280.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.960714286,0.792857143,0.796428571,0.41428571399999997,0.7464285709999999,0.585714286,0.917857143,17.04779134633086,0.0,11.802317085921366,12.676562795989616,24.47887988191098,111.90345088873592,24.47887988191098,1
9900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11144312378,0.0,0,1065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,737.0,450.664,1.635363575,0.083665339,0.003984064,0.003984064,0.019920319,0.023904382000000002,0.051792829000000006,0.147410359,0.243027888,0.270916335,0.091633466,0.039840637000000005,0.019920319,0.669322709,0.043824700999999994,0.047808765,0.059760956,0.17928286899999998,251.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.940239044,0.7968127490000001,0.737051793,0.601593625,0.749003984,0.6892430279999999,0.9083665340000001,0.0,59.757776616258035,98.06168273700277,0.0,98.06168273700277,0.0,98.06168273700277,1
9915,159.376573975,501768.348825,0.0792741935484,0.0335744499547,0.111917036553,0.119639687008,0.113519328526,0.115514100783,0.116441344672,0.146263111888,0.0667174463444,0.0971393007221,12.6344493723,5.35098080687,17.8369538553,19.0677634268,18.0923216604,18.4102416285,18.5580225829,23.3109136716,10.6331980227,15.4817289474,7.0,0.0127679468588,17230.6481561,220,61,7.41153670634,8.86721758582,5.1979022529,0.0,13.8166813912,44.4166494485,39.412305013,27.4012844949,16.9733098143,12.0451833904,12.1550544629,9.25135710644,7.2889380105,6.66599453918,7.53958699804,1.5569987855,0.0,355.0,2915.56,0.121760664,0.110465116,0.040697673999999996,0.0,0.011627907,0.01744186,0.075581395,0.11627907,0.22674418600000001,0.29069767399999996,0.093023256,0.005813953,0.011627907,0.331395349,0.26744186,0.209302326,0.005813953,0.186046512,172.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.994186047,0.73255814,0.697674419,0.424418605,0.7209302329999999,0.651162791,0.936046512,33.78222441379173,0.0,161.672073980289,22.52148294252782,184.1935569228168,135.12889765516692,184.1935569228168,1
9960,171.22213015,723384.8062,0.0422036579189,0.0323284479246,0.10536065039,0.170355066759,0.111056810714,0.0991827151856,0.0730016557509,0.0916980937755,0.062096974612,0.212715926969,7.22620020898,5.53534571809,18.0400749937,29.1685574123,19.0153836981,16.9822757681,12.4994990021,15.7007429469,10.6323762689,36.4216741324,8.0,0.340403044997,1542.28937642,525,-299,16.2117873695,22.031128927,22.4164609189,27.8713567493,34.63086175,36.5974619321,35.5899984017,46.0699388136,35.0841976356,42.3247815748,44.2107375213,39.4247379182,46.2166862497,33.1533265959,28.2786336777,7.43369904512,7.45420491945,564.0,1654.84,0.340818416,0.07486631,0.0,0.0,0.010695187,0.021390374,0.016042781000000002,0.176470588,0.245989305,0.22459893,0.13903743300000002,0.058823529000000006,0.032085561,0.661290323,0.053763440999999995,0.043010753,0.010752688,0.23655914,186.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9032258059999999,0.919354839,0.747311828,0.97311828,0.715053763,0.967741935,3.6475274775373197,0.0,0.21101398630381185,1.3866633385679066,1.5976773248717184,10.61098902556311,1.5976773248717184,0
10007,118.455561737,1090342.07674,0.0378456816792,0.0121514645956,0.0496597630325,0.0875316647156,0.06073014847,0.0698218959077,0.0860403566858,0.108076133544,0.091524540638,0.396618350732,4.48303148265,1.43940856461,5.88247512576,10.3686125137,7.19382385141,8.27079190132,10.1919587833,12.8022191093,10.841590874,46.9816495313,10.0,0.407924248653,816.328034187,333,258,16.8776612502,20.5183369463,23.0886025167,15.5258179498,16.5582531526,14.8582912488,13.1245797705,36.3903950491,31.5342320747,29.8797028817,20.9536342266,28.4867035384,25.3836038407,17.8564594578,16.0862634758,3.26234793221,2.61511468796,401.0,981.8530000000001,0.40841159899999996,0.022222222000000003,0.014814815,0.0,0.02962963,0.059259259,0.0074074069999999995,0.09629629599999999,0.10370370400000001,0.22962963,0.24444444399999998,0.16296296300000002,0.02962963,0.6940298509999999,0.014925373,0.097014925,0.007462687,0.18656716399999998,134.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9402985070000001,0.820895522,0.820895522,0.858208955,0.9253731340000001,0.701492537,0.962686567,2.4906751513204988,19.875084540840348,9.83690893097288,1.48434175684757,11.321250687820452,4.830400293470059,11.321250687820452,0
10011,88.3032369351,652375.632856,0.0904445318647,0.0554742524541,0.0754163767073,0.113166408957,0.128237495639,0.109970056075,0.0708114844023,0.0889469981238,0.0684788872976,0.199053508479,7.98654492673,4.89855605825,6.65951018117,9.99296022324,11.3237859614,9.71071191733,6.2528832849,7.85430784999,6.04690741009,17.577069122,8.0,0.0228371173266,5911.4291033,135,-1,1.92510886471,2.28726518651,0.596445867311,0.309008489891,8.11844629506,17.7009078788,18.4236231268,13.2114940165,8.43042809297,21.5228133442,9.70896758893,6.29459499166,2.94596381103,16.9825001879,3.56934731456,2.3057725893,0.667312353832,381.0,2816.14,0.135291672,0.15492957699999998,0.0,0.021126761,0.014084507,0.056338028,0.070422535,0.098591549,0.19718309899999997,0.19718309899999997,0.14084507,0.028169014,0.021126761,0.366197183,0.190140845,0.309859155,0.007042254,0.11971831,142.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9859154929999999,0.8380281690000001,0.767605634,0.38028169,0.64084507,0.654929577,0.908450704,34.14509516444081,0.0,15.7247148783609,9.43482892701654,25.15954380537744,25.608821373330606,25.15954380537744,1
10054,122.01259589,116088.494427,0.4062232693,0.207484890003,0.170329816483,0.100554592996,0.0354454201429,0.0289696726196,0.0153510686609,0.0192826274849,0.00787745302501,0.00848118928488,49.5643555982,25.3157700372,20.7823830665,12.2689269201,4.32478772404,3.53466495839,1.873023737,2.35272343501,0.961148492582,1.03481192088,3.0,0.493337189789,648.64357811,320,130,33.1907496882,29.945158231,20.2553054488,20.0041066171,17.0790762149,23.6812461074,25.6903012433,21.6236217128,19.1897289718,22.2411449651,10.9214859632,16.101504211,16.1313240837,20.745174644,11.2244344414,6.78668235155,5.18895510473,385.0,781.822,0.49243973,0.112676056,0.007042254,0.049295775,0.14788732400000001,0.281690141,0.14084507,0.14788732400000001,0.070422535,0.035211268,0.007042254,0.0,0.0,0.014084507,0.16197183099999998,0.0,0.063380282,0.7535211270000001,142.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.971830986,0.32394366199999997,0.661971831,0.16197183099999998,0.816901408,0.401408451,0.88028169,4.119030825751734,0.0,4.296193441913099,0.19930794318153552,4.495501385094635,1.6166088724724548,4.495501385094635,0
10082,191.682636277,422710.858432,0.056275659824,0.0616640117609,0.185117939409,0.173248689988,0.143392836033,0.117195493779,0.0621020504919,0.078006993007,0.0374400180022,0.085556307706,10.7870668333,11.8199203378,35.4838946481,33.2087656284,27.485916834,22.4643412074,11.9038847565,14.9525860677,7.17660135294,16.3996586112,6.0,0.0235041433961,13614.6208184,320,307,12.0601744421,6.73454592693,4.57258042677,6.26948961313,31.6295322807,83.0670069513,53.4245309342,55.1396352373,17.0467224547,12.4301468279,11.6843794161,9.71115115994,4.59065766757,4.04688311245,3.44955735605,1.14908050197,2.99392569082,709.0,6122.48,0.11580268,0.120300752,0.0,0.0,0.026315789,0.030075188,0.12406015,0.161654135,0.233082707,0.19924812,0.067669173,0.026315789,0.011278195,0.293233083,0.15789473699999998,0.319548872,0.078947368,0.15037594,266.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.962406015,0.7481203009999999,0.703007519,0.289473684,0.69924812,0.443609023,0.909774436,54.10728690590054,0.0,202.90232589712704,10.90872719877027,213.81105309589728,79.85188309499837,213.81105309589728,1
10124,169.068392669,819182.759208,0.00503159294978,0.0226936189032,0.0872179139628,0.090657935946,0.086725564061,0.10102530095,0.126765010282,0.159230769231,0.0852704443526,0.235381849361,0.850683332585,3.83677367181,14.7457925256,15.3273915131,14.6625517191,17.0801852506,21.4319565351,26.9208902173,14.4165369689,39.7956309349,9.0,0.312870004838,1444.68946531,452,-184,19.4866410331,19.6593184527,34.9440930316,22.3206217363,20.8238080728,13.6265234451,18.890800071,14.5140736203,46.4803596122,34.1351276974,48.6569113649,31.9571760139,38.2858101733,42.0401792941,26.9595785768,15.8087631717,3.4102146329,335.0,1068.97,0.31338489199999997,0.040650407,0.0,0.0,0.0,0.008130080999999999,0.073170732,0.097560976,0.162601626,0.365853659,0.162601626,0.073170732,0.016260163,0.7580645159999999,0.032258065,0.056451613,0.0,0.153225806,124.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9919354840000001,0.8870967740000001,0.919354839,0.9032258059999999,0.951612903,0.814516129,0.975806452,4.909803861611386,0.0,0.13092810297630364,1.9311895189004784,2.0621176218767823,8.084810358786749,2.0621176218767823,0
10176,535.203765321,428725.02051,0.0983543370451,0.0563735505433,0.18097434997,0.2068096147,0.10791272428,0.0872114419482,0.0438180330866,0.0550402599188,0.0439066904861,0.119598998022,52.6396115222,30.1713365153,96.8581535307,110.685284492,57.7552963606,46.6758921098,23.4515762969,29.4577543528,23.499026071,64.0098340698,6.0,0.34228390576,2830.98323845,969,23,48.2159380415,23.0500523226,19.3088626604,35.0612096974,22.1765282472,39.3082544933,80.9042032163,52.2046947508,52.1820390203,58.7940588125,30.6033607737,53.3937904238,31.3242109032,82.3930241139,113.945086591,106.601561944,119.533123988,597.0,1742.33,0.342645209,0.174846626,0.0,0.0061349690000000005,0.042944785,0.030674847,0.085889571,0.21779141100000002,0.180981595,0.13803681,0.098159509,0.021472393,0.003067485,0.35889570600000004,0.042944785,0.098159509,0.021472393,0.478527607,326.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.911042945,0.570552147,0.7024539879999999,0.843558282,0.9233128829999999,0.696319018,0.9877300609999999,15.511653779643193,0.0,10.021068399227904,2.580275096807185,12.601343496035089,11.911269923633167,12.601343496035089,1
10180,198.143848732,803088.59599,0.0356695243539,0.0501540968329,0.137639331821,0.0772356549573,0.0973161646934,0.0927269450854,0.0811798198587,0.101970765697,0.0707350559836,0.255372640716,7.06769683791,9.93772577612,27.2723869439,15.3037699325,19.2825994162,18.3732737803,16.0852819462,20.2048799734,14.0157162328,50.6005178923,9.0,0.772707650284,539.660762834,417,-70,11.8226443486,34.3654714993,26.6545347224,15.7450424898,13.4945075688,19.7083564904,27.4938416617,24.4993137497,42.8094395569,37.6600452161,30.7953495326,52.3040561592,22.9237483291,32.8877743311,13.462047874,3.80387519853,6.56995127176,351.0,453.548,0.773899085,0.125,0.0,0.0,0.006578947,0.019736842,0.11842105300000001,0.046052632,0.190789474,0.21710526300000002,0.15789473699999998,0.092105263,0.026315789,0.662251656,0.11258278099999999,0.066225166,0.01986755,0.139072848,151.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.953642384,0.834437086,0.894039735,0.801324503,0.78807947,0.794701987,0.98013245,1.856349990104963,0.0,1.2066274935682257,0.8088382099743052,2.015465703542531,2.9436406985950123,2.015465703542531,0
10187,175.529605131,329905.636221,0.0984208552138,0.0375017674576,0.1056980732,0.142193983416,0.201750385581,0.167575531232,0.0953194263364,0.119731663685,0.0318083138777,0.0,17.2757738524,6.58267043355,18.553141052,24.959253761,35.4131655161,29.4144668269,16.7313812662,21.0164516484,5.58330077484,0.0,5.0,0.0217515834023,17929.7291966,390,-191,31.9776947941,29.7352252679,22.4241085022,16.0785889829,24.0305556399,71.1360512583,72.1260069233,48.1780108931,19.9421992242,15.4392532385,18.0360953261,4.60954991873,1.5452936001,4.62065639901,7.6374856438,0.0,2.48322438784,365.0,16759.7,0.021778427000000003,0.098684211,0.013157895,0.013157895,0.019736842,0.032894737,0.11842105300000001,0.17105263199999998,0.375,0.151315789,0.006578947,0.0,0.0,0.20394736800000002,0.30921052600000004,0.21710526300000002,0.052631579000000005,0.22368421100000002,152.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.605263158,0.8486842109999999,0.144736842,0.736842105,0.302631579,0.967105263,65.09789185136371,0.0,0.0,5.66068624794467,5.66068624794467,95.759942361064,5.66068624794467,1
10216,2164.50617366,473645.843258,0.0657537520736,0.0502695481539,0.081334134776,0.101507147916,0.166816105233,0.148184721883,0.107299991019,0.134780568158,0.0606779983504,0.0833760324376,142.324402304,108.808747326,176.048236852,219.712848334,361.074489642,320.746745357,232.251492994,291.733371867,131.337902035,180.467936946,7.0,64.0029472175,60.4034684037,3866,3163,274.381548913,293.607824374,202.061801116,141.324696747,416.767243444,722.020583137,546.537293348,336.373929969,284.470149798,211.826453243,157.479460064,119.165454956,59.0261082266,49.2554011429,28.4566869069,0.0,23.2453646139,3016.0,47.0738,64.06960087,0.064180399,0.00954033,0.01300954,0.026019081,0.064180399,0.082393755,0.166522116,0.25498699,0.22983521199999998,0.063313096,0.01300954,0.01300954,0.35615251299999995,0.23916811100000002,0.20537261699999998,0.008665510999999999,0.189774697,1154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.951473137,0.686308492,0.793760832,0.169844021,0.7417677640000001,0.485268631,0.91507799,0.1647987971201388,0.11986825847005227,0.8305731001887424,0.05889109887350627,0.8894641990622487,0.3819095785257355,0.8894641990622487,0
